created_at,username,acctdesc,location,total_tweets_created,account_creation_date,retweetcounts,hashtags,tweet_text
2021-03-22 07:13:14,HawkesBay,"monkeys, elephants, watering-cans, stars",Karachi,173015,2009-02-07 07:00:25,1,"[{'text': 'COVID', 'indices': [40, 46]}, {'text': 'SpotifyPlaylist', 'indices': [98, 114]}, {'text': 'pandemic', 'indices': [201, 210]}, {'text': 'pandemicfatigue', 'indices': [217, 233]}, {'text': 'spotify', 'indices': [241, 249]}, {'text': 'NowPlaying', 'indices': [276, 287]}]","as we enter the one year anniversary of #COVID a quick re-plug of my Death, Loss &amp; The Corona #SpotifyPlaylist which is the perfect backdrop to the doom, gloom and uncertainty we all face with the #pandemic &amp; #pandemicfatigue Enjoy! #spotify 

https://t.co/VuUgHSdDrO #NowPlaying"
2021-03-22 07:02:43,IARTG,"Indie Author Retweet Group: Simply follow to join, then add #IARTG in any tweet you want us to re-tweet. :) #RT #indie #author #retweet #group @retweet_groups",Worldwide,1035092,2013-10-07 13:50:08,3,"[{'text': 'Pandemic', 'indices': [25, 34]}, {'text': 'SpringBreakers', 'indices': [44, 59]}, {'text': 'Covidiots', 'indices': [64, 74]}, {'text': 'SuperSpreader', 'indices': [93, 107]}, {'text': 'Coronavirus', 'indices': [115, 127]}, {'text': 'Covidiot', 'indices': [128, 137]}]",Stunning #Pandemic Incident:#SpringBreakers Are #Covidiots Who're Rioting in #SuperSpreader Events #Coronavirus #Covidiot #COVID19 #COVIDisAirborne #PandemicLife #Miami #PandemicFatigue #Retweet #MiamiBeach #IARTG #MiamiSpringBreak #MiamiBeachSpringBreak   https://t.co/2NTYnqqPcc
2021-03-22 06:49:27,ActionTime,"Lifelong Learner into News,Social Justice,Films/TV,Classical Music.Ray Bradbury Creative Prize Finalist.Would-Be Screenwriter & Novelist Followed By @TeamPelosi","Beautiful Vancouver, Canada",32754,2013-07-25 10:13:19,3,"[{'text': 'Pandemic', 'indices': [25, 34]}, {'text': 'SpringBreakers', 'indices': [44, 59]}, {'text': 'Covidiots', 'indices': [64, 74]}, {'text': 'SuperSpreader', 'indices': [93, 107]}, {'text': 'Coronavirus', 'indices': [115, 127]}, {'text': 'Covidiot', 'indices': [128, 137]}]",Stunning #Pandemic Incident:#SpringBreakers Are #Covidiots Who're Rioting in #SuperSpreader Events #Coronavirus #Covidiot #COVID19 #COVIDisAirborne #PandemicLife #Miami #PandemicFatigue #Retweet #MiamiBeach #IARTG #MiamiSpringBreak #MiamiBeachSpringBreak   https://t.co/2NTYnqqPcc
2021-03-22 06:49:03,v_e_e_e_e,Grateful mom. Liberal feminist. Former foodie. Views are my own. @marlborough @wellesley @uchicago @ucla Follow my professional account @vchang_lab she/her/hers,"Los Angeles, CA",4401,2016-05-02 23:30:22,0,"[{'text': 'insomnia', 'indices': [80, 89]}, {'text': 'pandemicfatigue', 'indices': [90, 106]}, {'text': 'tired', 'indices': [107, 113]}, {'text': 'sleep', 'indices': [114, 120]}, {'text': 'WorkLifeBalance', 'indices': [121, 137]}]",Debating what time to set my alarm for the morning... are you a snoozer or not? #insomnia #pandemicfatigue #tired #sleep #WorkLifeBalance
2021-03-22 06:45:36,viralvideovlogs,"news news news and trends

https://t.co/2ScZqTGWgG",കേരളം,627394,2018-01-13 18:33:01,3,"[{'text': 'Pandemic', 'indices': [25, 34]}, {'text': 'SpringBreakers', 'indices': [44, 59]}, {'text': 'Covidiots', 'indices': [64, 74]}, {'text': 'SuperSpreader', 'indices': [93, 107]}, {'text': 'Coronavirus', 'indices': [115, 127]}, {'text': 'Covidiot', 'indices': [128, 137]}]",Stunning #Pandemic Incident:#SpringBreakers Are #Covidiots Who're Rioting in #SuperSpreader Events #Coronavirus #Covidiot #COVID19 #COVIDisAirborne #PandemicLife #Miami #PandemicFatigue #Retweet #MiamiBeach #IARTG #MiamiSpringBreak #MiamiBeachSpringBreak   https://t.co/2NTYnqqPcc
2021-03-22 06:45:14,ActionTime,"Lifelong Learner into News,Social Justice,Films/TV,Classical Music.Ray Bradbury Creative Prize Finalist.Would-Be Screenwriter & Novelist Followed By @TeamPelosi","Beautiful Vancouver, Canada",32754,2013-07-25 10:13:19,3,"[{'text': 'Pandemic', 'indices': [9, 18]}, {'text': 'SpringBreakers', 'indices': [28, 43]}, {'text': 'Covidiots', 'indices': [48, 58]}, {'text': 'SuperSpreader', 'indices': [77, 91]}, {'text': 'Coronavirus', 'indices': [99, 111]}, {'text': 'Covidiot', 'indices': [112, 121]}, {'text': 'COVID19', 'indices': [122, 130]}, {'text': 'COVIDisAirborne', 'indices': [131, 147]}, {'text': 'PandemicLife', 'indices': [148, 161]}, {'text': 'Miami', 'indices': [162, 168]}, {'text': 'PandemicFatigue', 'indices': [169, 185]}, {'text': 'Retweet', 'indices': [186, 194]}, {'text': 'MiamiBeach', 'indices': [195, 206]}, {'text': 'IARTG', 'indices': [207, 213]}, {'text': 'MiamiSpringBreak', 'indices': [214, 231]}, {'text': 'MiamiBeachSpringBreak', 'indices': [232, 254]}]",Stunning #Pandemic Incident:#SpringBreakers Are #Covidiots Who're Rioting in #SuperSpreader Events #Coronavirus #Covidiot #COVID19 #COVIDisAirborne #PandemicLife #Miami #PandemicFatigue #Retweet #MiamiBeach #IARTG #MiamiSpringBreak #MiamiBeachSpringBreak   https://t.co/2NTYnqqPcc
2021-03-22 06:27:55,AleeniaAndruz,,,5495,2020-03-31 05:34:32,1,"[{'text': 'CovidLearning', 'indices': [65, 79]}, {'text': 'CovidFatigue', 'indices': [80, 93]}, {'text': 'Anxiety', 'indices': [94, 102]}, {'text': 'LearningStrategies', 'indices': [103, 122]}]","Coping With COVID Fatigue https://t.co/A0p00pKMTL

#CovidLearning #CovidFatigue #Anxiety #LearningStrategies #SteveVogelLearningStrategies #onlinecoaching #OnlineLearning #ADHD #learningdisability #getthegrade #mentalhealth"
2021-03-22 06:23:08,bickypeg,"Corbynista Socialist. Mother of 4 sons; doting granny; ex-social worker, LSA; R.C ; Missing my 1st daughter-in-law; Love MT, books.For Syria & her allies.",,203181,2011-02-14 20:02:31,0,"[{'text': 'pandemicfatigue', 'indices': [45, 61]}]",@cain_juliendave I think we're all the same. #pandemicfatigue
2021-03-22 05:15:47,MentalHRetweet,,Kenya,77552,2019-07-29 05:49:21,1,[],Subscribers: Working from home is causing breakdowns. Ignoring the problem and blaming the pandemic is no longer an option https://t.co/BqJSdY88zZ #COVID19 #WFH #covidfatigue #pandemicfatigue #mentalhealth #cdnecon #cdnpoli
2021-03-22 05:14:10,mtnbvan,"Govt foot dragging & gaslighting harms all, the economy & costs lives. Data transparency, science, evidence based decisions & strong actions needed NOW!",The Vancouver Model #CullenIsComing #CommunityNotCommodity,380781,2013-04-26 20:17:29,1,"[{'text': 'COVID19', 'indices': [147, 155]}, {'text': 'WFH', 'indices': [156, 160]}, {'text': 'covidfatigue', 'indices': [161, 174]}, {'text': 'pandemicfatigue', 'indices': [175, 191]}, {'text': 'mentalhealth', 'indices': [192, 205]}, {'text': 'cdnecon', 'indices': [206, 214]}, {'text': 'cdnpoli', 'indices': [215, 223]}]",Subscribers: Working from home is causing breakdowns. Ignoring the problem and blaming the pandemic is no longer an option https://t.co/BqJSdY88zZ #COVID19 #WFH #covidfatigue #pandemicfatigue #mentalhealth #cdnecon #cdnpoli
2021-03-22 04:43:37,BigLuke24,"I am a writer, youtuber, graphic designer, motor sports fan and football enthusiast. OHS Titan Graduate, Class of 2019! sc: @supercrimes. AMK Nation","Windermere, FL",23580,2020-02-19 01:21:11,1,"[{'text': 'PandemicFatigue', 'indices': [21, 37]}]",#PandemicFatigue is a real thing folks...
2021-03-22 03:03:12,BrendanKeeler19,"25. NASCAR. #19 🏁 Vermont’s biggest @MartinTruex_Jr fan! Racing, Friends, family and good times are what my life is about! #BK19 🚫Hate🚫",Vermont,38073,2012-03-18 01:06:06,1,"[{'text': 'PandemicFatigue', 'indices': [0, 16]}]",#PandemicFatigue is a real thing folks...
2021-03-22 02:42:07,JRobH1988,SDSU RWS lecturer/SD Mesa College Tutor. Life long student of Rhetoric. Lover of literature and all things comics & art! (Opinions are my own.) He/him ❤️😀,San Diego,6128,2011-05-23 00:59:19,1,"[{'text': 'pandemic', 'indices': [80, 89]}]","Take care of yourselves, everyone. We're all wrestling with the #pandemic, and such wrestling is not easy. If you need some help: reach out. You're not alone.

#ENGL157 #Depression #PandemicFatigue https://t.co/WQ7mR4HCDj"
2021-03-22 01:20:56,svogel84,The past isn’t your future. Learners can overcome previous experiences when provided with new tools and new ways of thinking.,"Vancouver, BC",54,2017-06-14 21:38:28,1,"[{'text': 'CovidLearning', 'indices': [51, 65]}, {'text': 'CovidFatigue', 'indices': [66, 79]}, {'text': 'Anxiety', 'indices': [80, 88]}, {'text': 'LearningStrategies', 'indices': [89, 108]}, {'text': 'SteveVogelLearningStrategies', 'indices': [109, 138]}, {'text': 'onlinecoaching', 'indices': [139, 154]}, {'text': 'OnlineLearning', 'indices': [155, 170]}, {'text': 'ADHD', 'indices': [171, 176]}, {'text': 'learningdisability', 'indices': [177, 196]}, {'text': 'getthegrade', 'indices': [197, 209]}, {'text': 'mentalhealth', 'indices': [210, 223]}]","Coping With COVID Fatigue https://t.co/A0p00pKMTL

#CovidLearning #CovidFatigue #Anxiety #LearningStrategies #SteveVogelLearningStrategies #onlinecoaching #OnlineLearning #ADHD #learningdisability #getthegrade #mentalhealth"
2021-03-22 00:53:40,josephsdsu,I contain multitudes of characters. Hundreds upon hundreds. They have my back.,Sprawl (SoCalNorCalMetroArea),21859,2009-06-08 20:28:36,1,"[{'text': 'pandemic', 'indices': [64, 73]}, {'text': 'ENGL157', 'indices': [160, 168]}, {'text': 'Depression', 'indices': [169, 180]}, {'text': 'PandemicFatigue', 'indices': [181, 197]}]","Take care of yourselves, everyone. We're all wrestling with the #pandemic, and such wrestling is not easy. If you need some help: reach out. You're not alone.

#ENGL157 #Depression #PandemicFatigue https://t.co/WQ7mR4HCDj"
2021-03-22 00:01:05,fallforstana,"""Don't ruin my story with your logic"".",,101078,2014-06-03 19:48:24,312,[],"“see you down the road.”  i don’t care if i ever go to another globes, but i dearly hope this thing is in person next year.  i miss the meaningless red carpet nonsense and all the togetherness.  #covidfatigue #GoldenGlobes https://t.co/UqIgkU1or7"
2021-03-21 21:41:29,SacBWW,"I write, therefore, I am. Founder, Black Women Write Pronouns are she/her/diva","Sacramento, CA",1834,2018-03-12 20:21:52,0,"[{'text': 'pandemicfatigue', 'indices': [117, 133]}, {'text': 'SelfCareSunday', 'indices': [134, 149]}]",@brownestate Duppy Conqueror and Doritos on a Sunday afternoon with @mclemoremr Don't judge us. Just let us be great.#pandemicfatigue #SelfCareSunday https://t.co/LAwFDYaoC0
2021-03-21 18:59:05,JmF_91,#WengerOut,"Boley, Co. Laois",1969,2011-03-09 23:30:20,0,"[{'text': 'covidfatigue', 'indices': [34, 47]}]",If ever there was a reflection of #covidfatigue this is it.. Easy to point the finger at a few headbangers protesting but is there anyone actually adhering to guidelines anymore? https://t.co/6RVu5HWW2J
2021-03-21 18:55:47,Josseeb11,"Galatians 5:22-23 Fruit of the Spirit is Joy, Love, Peace, Patience, Kindness, Goodness, Faithfulness, Gentleness, Self-Control.
#Christian#Faith#Prayer#JJO'CB",United States,8815,2011-03-01 02:38:05,0,"[{'text': 'Lockdown', 'indices': [0, 9]}, {'text': 'pandemicfatigue', 'indices': [10, 26]}, {'text': 'people', 'indices': [27, 34]}, {'text': 'emotional', 'indices': [55, 65]}, {'text': 'breakdown', 'indices': [66, 76]}, {'text': 'Vacation', 'indices': [85, 94]}, {'text': 'Away', 'indices': [95, 100]}]",#Lockdown #pandemicfatigue #people are at the point of #emotional #breakdown. Need a #Vacation #Away. 🏖🏝🏕 https://t.co/WgqDoysZT9
2021-03-21 18:48:46,WilsonsWorld,Wanna get you laughing & helping. I’m on TV. Humor is shorthand for hope. Immigrant. Born a Scouser #YNWA #IndyRef2 ¡Pa'lante #RIPBowie★#RIPMCA,"Charlotte, NC",76914,2009-05-28 19:43:33,3,[],"Article from @wsj well worth reading. Among the nuggets: “Admitting struggle doesn’t make you a whiner; it’s quite the opposite, it’s a ferocious display of strength.”

https://t.co/bE1pzZKyRu
.
.
.
.
#mentalhealth #covidfatigue #pandemiclife #covid_19 #business #WomeninBusiness https://t.co/adK9msQWF3"
2021-03-21 17:42:23,AnnieBeeInPhi,"Retail Veteran, Visual Merchandising, Food Styling, Photography, Urban Exploration, Fashion, ALL THE BOOKS AND MUSIC, PLZ.",,2174,2009-03-30 18:00:12,0,"[{'text': 'DillonPanthers', 'indices': [35, 50]}, {'text': 'FridayNightLights', 'indices': [76, 94]}, {'text': 'hulu', 'indices': [98, 103]}, {'text': 'pandemicfatigue', 'indices': [185, 201]}, {'text': 'pandemiclife', 'indices': [202, 215]}]","I just started crying watching the #DillonPanthers win state in Season 1 of #FridayNightLights on #hulu and if someone doesn’t hug me soon I’m going to wither up, die and turn to dust. #pandemicfatigue #pandemiclife @hulu"
2021-03-21 16:40:09,drkarinn,"💗💚 Curious physician, @HowardU Alumna, @Columbiamsph Alumna, subway knitter, healer of minds and hearts. She/Her/Hers",,1814,2013-08-08 03:03:37,0,"[{'text': 'pandemic', 'indices': [19, 28]}, {'text': 'COVID', 'indices': [59, 65]}, {'text': 'PandemicFatigue', 'indices': [66, 82]}, {'text': 'Panorama', 'indices': [83, 92]}, {'text': 'Panini', 'indices': [93, 100]}, {'text': 'Pantene', 'indices': [101, 109]}, {'text': 'mentalhealth', 'indices': [110, 123]}, {'text': 'mindfulness', 'indices': [124, 136]}]","Talking all things #pandemic mental health at 2pm today! 

#COVID #PandemicFatigue #Panorama #Panini #Pantene #mentalhealth #mindfulness 

Attached: an updated flyer for today's @thesiphour showing I am not a medical director, but a more fit, better rested part-time psychiatrist https://t.co/1THX7SBUge"
2021-03-21 16:27:57,UtpalBorpujari,National Award-winning Filmmaker-Film critic (#Ishu #MemoriesOfAForgottenWar  #SongsOfTheBlueHills) IIT-Roorkee Alumnus. Retweets not necessarily endorsement.,New Delhi,12459,2015-01-13 15:11:15,0,"[{'text': 'covidfatigue', 'indices': [99, 112]}, {'text': 'COVIDIOTS', 'indices': [114, 124]}]",@Dipannitasharma Much of the latest situation is because of our own carelessness and the so-called #covidfatigue. #COVIDIOTS refuse to realise that the virus is not fatigued yet.
2021-03-21 15:17:02,Real_Business,"Dedicated to telling the truth about #SME life today. The UK's most-read content brand for those starting, running and growing a #business",London,30057,2008-06-02 14:53:38,0,"[{'text': 'worklifebalance', 'indices': [51, 67]}, {'text': 'pandemic', 'indices': [157, 166]}, {'text': 'workingmums', 'indices': [176, 188]}, {'text': 'pandemicfatigue', 'indices': [208, 224]}]","Working mothers have grappled with the question of #worklifebalance for years, but craving that work-life balance has brought a whole new meaning amidst the #pandemic, as more #workingmums are suffering from #pandemicfatigue. https://t.co/jFHzUlH26W https://t.co/4kAMU3m6kF"
2021-03-21 14:31:09,ararewoman,"Born Feb 6th I am Aquarius: creative, freedom loving, adventurous and extraordinary. A business woman in the spirit of fellow visionaries, inventors and artists","Wiesbaden, Deutschland",6387,2016-08-14 01:05:02,0,"[{'text': 'covidfatigue', 'indices': [29, 42]}]",@ThemTrips Oh yes. I thought #covidfatigue was used differently😉😉
2021-03-21 13:37:56,thausman,Associate principal at Morgen Owings Elementary. This personal account does not represent the Lake Chelan School District.,"Chelan, WA",12991,2009-07-23 16:47:01,0,"[{'text': 'COVID19', 'indices': [137, 145]}, {'text': 'Corona', 'indices': [191, 198]}, {'text': 'waedu', 'indices': [199, 205]}, {'text': 'PandemicFatigue', 'indices': [206, 222]}]","“Now that these variants have been found, it is critical to double down on all the prevention measures to protect Washingtonians against #COVID19.” https://t.co/GoDZ35yQHH via @Yakima_Herald #Corona #waedu #PandemicFatigue"
2021-03-21 13:10:33,brishtirnuri,Reluctant random ramblings of a reticent mind,Mumbai ,3317,2009-09-16 16:01:38,0,"[{'text': 'maskupindia', 'indices': [0, 12]}, {'text': 'covidfatigue', 'indices': [166, 179]}, {'text': 'COVIDIOTS', 'indices': [180, 190]}]","#maskupindia
And to all those in states yet to see a surge, don’t be in denial. Complacency comes with a heavy price, as shown and seen by the people of Maharashtra 
#covidfatigue
#COVIDIOTS https://t.co/VIi7kRoI4W"
2021-03-21 13:08:14,LadianneForReal,Knitting Designer. Artist. Business owner.  @cheerstoewe @handdyeddiva,"North Carolina, USA",4840,2011-07-08 11:44:07,3,"[{'text': 'mentalhealth', 'indices': [201, 214]}, {'text': 'covidfatigue', 'indices': [215, 228]}, {'text': 'pandemiclife', 'indices': [229, 242]}, {'text': 'covid_19', 'indices': [243, 252]}, {'text': 'business', 'indices': [253, 262]}, {'text': 'WomeninBusiness', 'indices': [263, 279]}]","Article from @wsj well worth reading. Among the nuggets: “Admitting struggle doesn’t make you a whiner; it’s quite the opposite, it’s a ferocious display of strength.”

https://t.co/bE1pzZKyRu
.
.
.
.
#mentalhealth #covidfatigue #pandemiclife #covid_19 #business #WomeninBusiness https://t.co/adK9msQWF3"
2021-03-21 13:02:55,janeatkinson,I help speakers catapult their businesses. #SpeakerCoach and #Author of Wealthy Speaker 2.0,"London, Ontario",13209,2008-04-16 03:31:24,0,"[{'text': 'COVIDBlues', 'indices': [30, 41]}, {'text': 'speakingbusiness', 'indices': [63, 80]}, {'text': 'professionalspeaker', 'indices': [150, 170]}, {'text': 'success', 'indices': [234, 242]}, {'text': 'speakertraining', 'indices': [243, 259]}, {'text': 'speakingadvice', 'indices': [260, 275]}]","Need some help overcoming the #COVIDBlues so you can move your #speakingbusiness forward?

Here is some inspiration &amp; words of encouragement from #professionalspeaker, @JCAdventures1, to help you do that: https://t.co/xfKJLUOz8R

#success #speakertraining #speakingadvice https://t.co/hn01DchJJM"
2021-03-21 11:35:38,mkrivich,"Internationally followed blogger, Global influencer, Husband, Dad, Dog lover. Healthcare mktg strategist. F1 fan. Author. RT #endorsements","Global, USA, Chicago",63114,2009-03-22 17:24:31,0,"[{'text': 'covid19', 'indices': [80, 88]}, {'text': 'pandemic', 'indices': [90, 99]}, {'text': 'ideas', 'indices': [101, 107]}, {'text': 'sm', 'indices': [109, 112]}, {'text': 'global', 'indices': [113, 120]}, {'text': 'advcie', 'indices': [122, 129]}, {'text': 'influencer', 'indices': [131, 142]}, {'text': 'blog', 'indices': [144, 149]}, {'text': 'blogger', 'indices': [151, 159]}, {'text': 'lists', 'indices': [161, 167]}, {'text': 'solutions', 'indices': [169, 179]}, {'text': 'pandemicfatigue', 'indices': [181, 197]}, {'text': 'twitter', 'indices': [199, 207]}, {'text': 'instagram', 'indices': [209, 219]}, {'text': 'tiktok', 'indices': [221, 228]}]","22 Helpful, Powerful Blog Posts for Surviving the Worldwide COVID-19 Resurgence #covid19, #pandemic, #ideas, #sm #global, #advcie, #influencer, #blog, #blogger, #lists, #solutions, #pandemicfatigue, #twitter, #instagram, #tiktok https://t.co/C91TLklh0K"
2021-03-21 09:02:43,hogotheforsaken,"Mother, grandmother, daughter, sister, wife, woman, human being. Being female has shaped my entire life experience. Don’t tell me sex doesn’t matter.",,87812,2014-07-19 19:01:46,73,"[{'text': 'pandemic', 'indices': [113, 122]}, {'text': 'pandemicfatigue', 'indices': [123, 139]}]","I can’t wait to drop some of these pandemic related folks I follow. 

Follow for more cartoons!

#pandemic #pandemicfatigue #COVID19 @Bob_Wachter @mlipsitch @ASlavitt @DrEricDing #epidemiologist #SocialMedia #comics #webcomic #webcomics #cartoon #CovidVaccine https://t.co/FvDKoW8FSV"
2021-03-21 08:09:19,EssBroussard,"Dad, Husband, retired Soldier | #Jxn,Mississippi→Hiroshima (CA, TX &🌍many stops between) #BlackLivesMatter #StopAAPIHate #USArmy #TeamPixel #exjw #vote🧢🌊","Hiroshima, Japan",4547,2020-06-17 06:56:46,0,"[{'text': 'COVIDfatigue', 'indices': [21, 34]}]","@noriodaisensei Yes, #COVIDfatigue is terrible 😩
Let's hope for the best."
2021-03-21 05:23:13,TeenaLegris,"Indigenous photowalker, writer, editor and creative collaborator. Winnipeg, 🇨🇦 Canada","Winnipeg, Manitoba",417,2018-11-15 19:47:53,0,"[{'text': 'covidmentalhealth', 'indices': [111, 129]}, {'text': 'windsofchange', 'indices': [130, 144]}, {'text': 'tiredofcovid', 'indices': [145, 158]}, {'text': 'oneyearofcovid', 'indices': [159, 174]}, {'text': 'pandemicfatigue', 'indices': [175, 191]}, {'text': 'covidfatigue', 'indices': [192, 205]}, {'text': 'teenalegrisphotography', 'indices': [206, 229]}]","Pandemic fatigue. We are all so tired. May this all blow over soon.
....🌬....🌬....🌬 ....🌬....🌬....🌬 ....🌬....🌬
#covidmentalhealth #windsofchange #tiredofcovid #oneyearofcovid #pandemicfatigue #covidfatigue #teenalegrisphotography https://t.co/nGBc4RqzJn"
2021-03-20 22:52:08,Gsanzio1,"Network Engineer #Sciencematters,
#resist, VOTE man Just Vote!# #music # politics# #science
#Boxing# Gadget Man#Sports# Memes#🌊🌊🌊🌊",Somewhere,13058,2020-05-21 02:31:54,0,"[{'text': 'Pandemicblues', 'indices': [185, 199]}]","I sleep an avg of 5 to 6 hrs  every night, I know this is not healthy , I know I  have a  sleeping  disorder,  but I refuse to get hooked on pills. This pandemic has ruined my sleep. 😥 #Pandemicblues"
2021-03-20 22:16:51,bobswife64,"Wife, Aunt, Lover of God, People, All Creatures Great And Small, Arts, Education, 🇺🇸 and the 🌎 Thanks to all who serve 🇺🇸",,56723,2014-01-14 12:46:56,1,"[{'text': 'COVID19', 'indices': [84, 92]}, {'text': 'DeathSantis', 'indices': [123, 135]}, {'text': 'CovidFatigue', 'indices': [199, 212]}]",Record crowds mostly maskless no social distancing lots of alcohol is recipe for Ts #COVID19 to spread again all over USA. #DeathSantis doesn't care bc its all about the $ for him. Know everyone has #CovidFatigue &amp; need Spring Break. 520K+ gone already tho. https://t.co/ldq3r0EGaA
2021-03-20 22:04:54,blkjak8426,I'm a stay at home dad and LOVE sharing time with my family. #BPD #EndTheStigma Mostly 🇨🇦🤪 #ENFP,"Chatham, Canada",14310,2010-09-13 15:13:05,0,"[{'text': 'allinthistogether', 'indices': [113, 131]}, {'text': 'covidfatigue', 'indices': [132, 145]}, {'text': 'arewethereyet', 'indices': [147, 161]}]","@littlebrunette0 Yes, it's getting to us all, some humans were/are closer to their breaking point than others... #allinthistogether #covidfatigue 
#arewethereyet https://t.co/9ldDqeOk2B"
2021-03-20 22:00:33,convrsatnpiece,"I am...random, snarky, a procrastinator, a Sagittarian, a pluviophile, a book nerd, and lots of other awesome things I can't fit in this little space.",in da armpit of America aka NJ,45087,2009-03-27 03:46:42,0,"[{'text': 'lockdown2021', 'indices': [60, 73]}, {'text': 'covidfatigue', 'indices': [74, 87]}, {'text': 'vaccination', 'indices': [88, 100]}, {'text': 'doit', 'indices': [101, 106]}, {'text': 'letsendthis', 'indices': [107, 119]}, {'text': 'pandemic', 'indices': [120, 129]}]","Tonight would've been a nice night to go to da club 🕺 🍸 💃 

#lockdown2021 #covidfatigue #vaccination #doit #letsendthis #pandemic"
2021-03-20 21:15:31,DrvanDonkelaar,"AVP, Research - UBCO • #TBI researcher • PI @CanadaSoar Project • Bike commuter • Book reader • @Kmason10's much-lesser half • (he/him/his)","Kelowna, B.C.",2839,2013-01-16 23:23:20,0,"[{'text': 'mountainbiking', 'indices': [34, 49]}, {'text': 'cabinlife', 'indices': [50, 60]}, {'text': 'covidblues', 'indices': [61, 72]}]",Tree therapy + mud spa = happy me #mountainbiking #cabinlife #covidblues https://t.co/0vzbqjz324
2021-03-20 20:03:14,PhilKing007,Philosopher King,,136,2020-11-16 03:34:35,0,"[{'text': 'HateCrime', 'indices': [72, 82]}, {'text': 'asianhate', 'indices': [83, 93]}, {'text': 'covidfatigue', 'indices': [118, 131]}, {'text': 'ChinaVirus', 'indices': [191, 202]}]",@nytimes He was betting on that classic miss direction! the truth its a #HateCrime #asianhate taking root due the the #covidfatigue we are all experiencing trump gave ppl a scapegoat to hate #ChinaVirus rhetoric has take root this is not a right and left thing it’s a shitty American thing
2021-03-20 19:15:35,MentalHRetweet,,Kenya,77552,2019-07-29 05:49:21,2,"[{'text': 'Yoga', 'indices': [41, 46]}, {'text': 'MentalHealth', 'indices': [56, 69]}, {'text': 'mentalillness', 'indices': [100, 114]}, {'text': 'anxiety', 'indices': [115, 123]}, {'text': 'depression', 'indices': [124, 135]}]","You Should Start Doing #Yoga for Your #MentalHealth || https://t.co/xrlNx7GW4n
==
#mentalillness #anxiety #depression #pandemicfatigue #mhsm #mhchat https://t.co/6QXCAwQmAP"
2021-03-20 19:15:02,HealthyPlace,"Trusted information on psychological disorders and treatments, plus mental health support. Home to Stand Up for Mental Health campaign.",Texas,85018,2008-08-21 04:56:34,2,"[{'text': 'Yoga', 'indices': [23, 28]}, {'text': 'MentalHealth', 'indices': [38, 51]}, {'text': 'mentalillness', 'indices': [82, 96]}, {'text': 'anxiety', 'indices': [97, 105]}, {'text': 'depression', 'indices': [106, 117]}, {'text': 'pandemicfatigue', 'indices': [118, 134]}, {'text': 'mhsm', 'indices': [135, 140]}, {'text': 'mhchat', 'indices': [141, 148]}]","You Should Start Doing #Yoga for Your #MentalHealth || https://t.co/xrlNx7GW4n
==
#mentalillness #anxiety #depression #pandemicfatigue #mhsm #mhchat https://t.co/6QXCAwQmAP"
2021-03-20 19:14:08,DaveR_TF,"Well, you know; what can I say?",,12570,2011-10-07 17:22:50,0,"[{'text': 'covidblues', 'indices': [49, 60]}]","@TaylorImeson What is this ""party"" you speak of? #covidblues"
2021-03-20 18:49:40,AuthorMichael57,"Official Account of Michael C Schmidt aka A.Raymond, Author Wife is @MaryLSchmidt #SCBWI #memoir #childrensbooks @NewAppleAwards #ReadersFavorite",United States,320905,2016-11-21 16:06:55,14,"[{'text': 'LockdownReading', 'indices': [69, 85]}, {'text': 'pandemicfatigue', 'indices': [86, 102]}, {'text': 'lockdown', 'indices': [103, 112]}, {'text': 'investing', 'indices': [126, 136]}]","How can you benefit yourself during these times?
#LockdownReading #pandemicfatigue #lockdown things to do
#investing in yourself
Get #inspired TODAY
https://t.co/WmFU9J3vKd"
2021-03-20 18:35:53,billjcameron,Covering the farce & corruption & big issues of Chicago politics since 1970 plus other scenes and writing that I like.,Chicago,8793,2012-08-28 03:49:18,0,"[{'text': 'PandemicFatigue', 'indices': [107, 123]}]","Thru no fault of his own following the science, there’s probably a way to defeat @GovPritzker because of #PandemicFatigue  https://t.co/XMythsr1KP"
2021-03-20 17:32:12,GabrielConstans,"#Author, #screenwriter & #parent. #Teacher of #mindfulness, #body & #mental #health. #Writer #journalist & #ukelele #lover.","California, USA",324455,2009-04-08 02:59:06,14,"[{'text': 'LockdownReading', 'indices': [69, 85]}, {'text': 'pandemicfatigue', 'indices': [86, 102]}, {'text': 'lockdown', 'indices': [103, 112]}, {'text': 'investing', 'indices': [126, 136]}]","How can you benefit yourself during these times?
#LockdownReading #pandemicfatigue #lockdown things to do
#investing in yourself
Get #inspired TODAY
https://t.co/WmFU9J3vKd"
2021-03-20 17:20:31,KracyTonya,,,3,2021-03-18 02:40:05,0,"[{'text': 'covidblues', 'indices': [93, 104]}]","First jab behind me, of the Pfizer Vaccine......  OUCH!!!! jab hurt, body aches/fever today. #covidblues"
